Year,Type,Question,Qption_A,Qption_B,Qption_C,Qption_D,Category,Marks,Answer
qp_2018,,"Consider the following problems. L(G) denotes the language generated by a grammar G. 
L(M) denotes the language accepted by a machine M. 

  (I) For an unrestricted grammar G and a string &omega;, whether w &isin; L(G) 
 (II) Given a Turing machine M, whether L(M) is regular 
(III) Given two grammars G1 and G2, whether L(G1) = L(G2) 
 (IV) Given an NFA N, whether there is a deterministic PDA P such that N and P 
      accept the same language. 

Which one of the following statements is correct?",Only I and II are undecidable,Only III is undecidable,Only II and IV are undecidable,"Only I, II and III are undecidable",,,
qp_2018,,"A lexical analyzer uses the following patterns to recognize three tokens T<sub>1</sub>, T<sub>2</sub>, and T<sub>3</sub> over 
the alphabet {a,b,c}. 

    T<sub>1</sub>:   a? (b|c)<sup>*</sup>a  
    T<sub>2</sub>:   b? (a|c)<sup>*</sup>b  
    T<sub>3</sub>:   c? (b|a)<sup>*</sup>c   

Note that 'x?' means 0 or 1 occurrence of the symbol x. Note also that the analyzer outputs 
the token that matches the longest possible prefix.  

If the string  bbaacabc is processed by the analyzer, which one of the following is the 
sequence of tokens it outputs?",T<sub>1</sub>T<sub>2</sub>T<sub>3</sub>,T<sub>1</sub>T<sub>1</sub>T<sub>3</sub>,T<sub>2</sub>T<sub>1</sub>T<sub>3</sub>,T<sub>3</sub>T<sub>3</sub>,,,
qp_2018,,"Consider the following parse tree for the expression a#b$c$d#e#f, involving two binary 
operators $ and #.  

<img src=""img/2018_38.png"" width=""100px"" height=""100px"" />

Which one of the following is correct for the given parse tree?",$ has higher precedence and is left associative; # is right associative,# has higher precedence and is left associative; $ is right associative,$ has higher precedence and is left associative; # is left associative,# has higher precedence and is right associative; $ is left associative,,,
qp_2018,,"In a system, there are three types of resources: E, F and G. Four processes P0, P1, P2 and P3 
execute concurrently. At the outset, the processes have declared their maximum resource 
requirements using a matrix named Max as given below. For example, Max[P2,F] is the 
maximum number of instances of F that P2 would require. The number of instances of the 
resources allocated to the various processes at any given state is given by a matrix named 
Allocation.  

Consider a state of the system with the Allocation matrix as shown below, and in which 3 
instances of E and 3 instances of F are the only resources available.  

Allocation    Max 
   E F G      E F G 
P0 1 0 1   P0 4 3 1 
P1 1 1 2   P1 2 1 4 
P2 1 0 3   P2 1 3 3 
P3 2 0 0   P3 5 4 1 

From the perspective of deadlock avoidance, which one of the following is true?",The system is in safe state.,"The system is not in safe state, but would be safe if one more instance of E were 
    available","The system is not in safe state, but would be safe if one more instance of F were 
    available","The system is not in safe state, but would be safe if one more instance of G were 
    available",,,
qp_2018,,"Consider the following solution to the producer-consumer synchronization problem. The 
shared buffer size is N. Three semaphores empty,  full and mutex are defined with respective 
initial values of 0, N and 1. Semaphore empty denotes the number of available slots in the 
buffer, for the consumer to read from. Semaphore full denotes the number of available slots 
in the buffer, for the producer to write to. The placeholder variables, denoted by P, Q, R, 
and S, in the code below can be assigned either empty or full. The valid semaphore 
operations are: wait() and signal(). 

<code>
Producer:              Consumer: 

do{                    do{ 
    wait(P);               wait(R); 
    wait(mutex);           wait(mutex); 
    //Add item to buffer   //Consume item from buffer 
    signal(mutex);         signal(mutex); 
    signal(Q);             signal(S); 
}while(1);              }while(1);
</code> 

Which one of the following assignments to P, Q, R and S will yield the correct solution?","P: full,     Q: full,     R: empty, S: empty","P: empty,  Q: empty, R: full,     S: full","P: full,     Q: empty, R: empty, S: full","P: empty, Q: full,     R: full,     S: empty",OperatingSystem,,
qp_2018,,"Consider the relations r(A, B) and s(B, C), where s.B is a primary key and r.B is a foreign 
key referencing s.B.  Consider the query 

    Q:   r &bowtie; (&sigma;B<5(s)) 

Let LOJ denote the natural left outer-join operation.  Assume that r and s contain no null 
values.  

Which one of the following queries is NOT equivalent to Q?",&sigma;<sub>B<5</sub>(r &bowtie; s),&sigma;<sub>B<5</sub>(r LOJ s),r LOJ (&sigma;<sub>B<5</sub>(s)),&sigma;<sub>B<5</sub>(r) LOJ s,Databases,,
qp_2018,,"Consider the following four relational schemas. For each schema, all non-trivial functional 
dependencies are listed. The underlined attributes are the respective primary keys. 

Schema I: Registration (<ins>rollno</ins>, courses) 
          Field 'courses' is a set-valued attribute containing the set of courses a student has 
          registered for.  
          Non-trivial functional dependency:  
          rollno &rarr; courses 

Schema II: Registration (<ins>rollno, courseid</ins>, email) 
           Non-trivial functional dependencies: 
           rollno, courseid &rarr; email 
           email &rarr; rollno 

Schema III: Registration (<ins>rollno, courseid</ins>, marks, grade) 
            Non-trivial functional dependencies: 
            rollno, courseid &rarr; marks, grade 
            marks &rarr; grade 

Schema IV: Registration (<ins>rollno, courseid</ins>, credit) 
           Non-trivial functional dependencies:  
           rollno, courseid &rarr; credit 
           courseid &rarr; credit 

Which one of the relational schemas above is in 3NF but not in BCNF?", Schema I, Schema II, Schema III, Schema IV,Databases,,
qp_2018,,"Let G be a graph with 100! vertices, with each vertex labelled by a distinct permutation of 
the numbers 1,2, ... , 100.  There is an edge between vertices u and v if and only if the label 
of u can be obtained by swapping two adjacent numbers in the label of v. Let  y denote the 
degree of a vertex in G, and z denote the number of connected components in G.  
Then, y +  10z = ____.",,,,,,,
qp_2018,,"Consider Guwahati (G) and Delhi (D) whose temperatures can be classified as high (H), 
medium (M) and low (L). Let P(H<sub>G</sub>) denote the probability that Guwahati has high 
temperature. Similarly, P(M<sub>G</sub>) and P(L<sub>G</sub>) denotes the probability of Guwahati having 
medium and low temperatures respectively. Similarly, we use P(H<sub>D</sub>), P(M<sub>D</sub>) and P(L<sub>D</sub>) for 
Delhi.  

The following table gives the conditional probabilities for Delhi's temperature given 
Guwahati's temperature. 

    H<sub>D</sub>     M<sub>D</sub>     L<sub>D</sub> 
H<sub>G</sub>  0.40   0.48   0.12 
M<sub>G</sub>  0.10   0.65   0.25 
L<sub>G</sub>  0.01   0.50   0.49 

Consider the first row in the table above. The first entry denotes that if Guwahati has high 
temperature (H<sub>G</sub>) then the probability of Delhi also having a high temperature (H<sub>D</sub>) is 0.40; 
i.e., P(H<sub>D</sub>|H<sub>G</sub>) = 0.40. Similarly, the next two entries are P(M<sub>D</sub>|H<sub>G</sub>) = 0.48 and 
P(L<sub>D</sub>|H<sub>G</sub>) = 0.12. Similarly for the other rows.  

If it is known that P(H<sub>G</sub>) = 0.2, P(M<sub>G</sub>) = 0.5, and P(L<sub>G</sub>) = 0.3, then the probability 
(correct to two decimal places) that Guwahati has high temperature given that Delhi has high 
temperature is ____.",,,,,,,
qp_2018,,"Consider the following program written in pseudo-code. Assume that x and y are integers. 

<code>
Count(x,y) { 
    if (y != 1){   
        if (x != 1) { 
            print(""*""); 
            Count(x/2, y); 
        } 
        else { 
            y = y-1; 
            Count(1024, y); 
       } 
   } 
}
</code> 

The number of times that the print statement is executed by the call 
Count(1024,1024) is ____.",,,,,,,
qp_2018,,"The number of possible min-heaps containing each value from {1, 2, 3, 4, 5, 6, 7} exactly once 
is ____.",,,,,,,
qp_2018,,"Consider the following undirected graph G: 

  <img src=""img/2018_47.png"" width=""100px"" height=""100px"" /> 

Choose a value for x that will maximize the number of minimum weight spanning trees 
(MWSTs) of G. The number of MWSTs of G for this value of x is ____.",,,,,,,
qp_2018,,"Consider the weights and values of items listed below. Note that there is only one unit of 
each item. 

Item number  Weight     Value 
             (in Kgs)   (in Rupees) 
      1        10        60 
      2        7         28 
      3        4         20 
      4        2         24 

The task is to pick a subset of these items such that their total weight is no more than 11 Kgs 
and their total value is maximized. Moreover, no item may be split. The total value of items 
picked by an optimal algorithm is denoted by V<sub>opt</sub>. A greedy algorithm sorts the items by 
their value-to-weight ratios in descending order and packs them greedily, starting from the 
first item in the ordered list. The total value of items picked by the greedy algorithm is 
denoted by V<sub>greedy</sub>.  

The value of V<sub>opt</sub> - V<sub>greedy</sub> is ____.",,,,,,,
qp_2018,,"Consider the minterm list form of a Boolean function F given below. 

F(P, Q, R, S) =  &sum; m(0, 2, 5, 7, 9, 11) + d(3, 8, 10, 12, 14) 

Here, m denotes a minterm and d denotes a don't care term. The number of essential prime 
implicants of the function F is ____.",,,,,DigitalLogic,,
qp_2018,,"The instruction pipeline of a RISC processor has the following stages: Instruction Fetch (IF), 
Instruction Decode (ID), Operand Fetch (OF), Perform Operation (PO) and Writeback (WB). 
The IF, ID, OF and WB stages take 1 clock cycle each for every instruction. Consider a 
sequence of 100 instructions. In the PO stage, 40 instructions take 3 clock cycles each, 35 
instructions take 2 clock cycles each, and the remaining 25 instructions take 1 clock cycle 
each. Assume that there are no data hazards and no control hazards.  

The number of clock cycles required for completion of execution of the sequence of 
instructions is ____.",,,,,ComputerOrganizationAndArchitecture,,
qp_2018,,"A processor has 16 integer registers (R0, R1, .. , R15) and 64 floating point registers (F0, 
F1,... , F63). It uses a 2-byte instruction format. There are four categories of instructions: 
Type-1, Type-2, Type-3, and Type-4. Type-1 category consists of four instructions, each 
with 3 integer register operands (3Rs). Type-2 category consists of eight instructions, each 
with 2 floating point register operands (2Fs). Type-3 category consists of fourteen 
instructions, each with one integer register operand and one floating point register operand 
(1R+1F). Type-4 category consists of N instructions, each with a floating point register 
operand (1F).  

The maximum value of N is ____.",,,,,,,
qp_2018,,"Given a language L, define L<sup>i</sup> as follows: 

L<sup>0</sup> = {&epsilon;} 
L<sup>i</sup> = L<sup>i-1</sup> . L for all i > 0 

The order of a language L is defined as the smallest k such that  L<sup>k</sup> = L<sup>k+1</sup>.  
Consider the language L<sub>1</sub> (over alphabet 0) accepted by the following automaton. 

<img src=""img/2018_52.png"" width=""100px"" height=""100px"" />

The order of L<sub>1</sub> is ____.",,,,,,,
qp_2018,,"Consider a storage disk with 4 platters (numbered as 0, 1, 2 and 3), 200 cylinders (numbered 
as 0, 1, ... , 199), and 256 sectors per track (numbered as 0, 1, ... , 255). The following 6 
disk requests of the form [sector number, cylinder number, platter number] are received by 
the disk controller at the same time: 

[120, 72, 2] , [180, 134, 1] , [60, 20, 0] , [212, 86, 3] , [56, 116, 2] , [118, 16, 1] 

Currently the head is positioned at sector number 100 of cylinder 80, and is moving towards 
higher cylinder numbers. The average power dissipation in moving the head over 100 
cylinders is 20 milliwatts and for reversing the direction of the head movement once is 15 
milliwatts. Power dissipation associated with rotational latency and switching of head 
between different platters is negligible.  

The total power consumption in milliwatts to satisfy all of the above disk requests using the 
Shortest Seek Time First disk scheduling algorithm is ____.",,,,,,,
qp_2018,,"Consider an IP packet with a length of 4,500 bytes that includes a 20-byte IPv4 header and 
a 40-byte TCP header. The packet is forwarded to an IPv4 router that supports a Maximum 
Transmission Unit (MTU) of 600 bytes. Assume that the length of the IP header in all the 
outgoing fragments of this packet is 20 bytes. Assume that the fragmentation offset value 
stored in the first fragment is 0.  

The fragmentation offset value stored in the third fragment is ____.",,,,,,,
